"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"7641",2013,7,11,NA,1915,NA,NA,2131,NA,"EV",5268,"N750EV","LGA","CLT",NA,544,19,15,2013-07-11 19:00:00
"7642",2013,7,11,NA,1935,NA,NA,2135,NA,"EV",5454,"N186PQ","EWR","DTW",NA,488,19,35,2013-07-11 19:00:00
"7643",2013,7,11,NA,1635,NA,NA,1833,NA,"EV",5509,"N604QX","EWR","DTW",NA,488,16,35,2013-07-11 16:00:00
"7644",2013,7,11,NA,1643,NA,NA,1907,NA,"EV",5601,"N718EV","LGA","CLT",NA,544,16,43,2013-07-11 16:00:00
"7645",2013,7,11,NA,1930,NA,NA,2049,NA,"EV",5714,"N833AS","JFK","IAD",NA,228,19,30,2013-07-11 19:00:00
"7646",2013,7,11,NA,1158,NA,NA,1330,NA,"EV",5795,"N13949","EWR","PIT",NA,319,11,58,2013-07-11 11:00:00
"7647",2013,7,11,NA,1708,NA,NA,1837,NA,"EV",5824,"N16559","EWR","ORF",NA,284,17,8,2013-07-11 17:00:00
"7648",2013,7,11,NA,1315,NA,NA,1426,NA,"EV",5817,"N16559","EWR","DCA",NA,199,13,15,2013-07-11 13:00:00
"7649",2013,7,11,NA,1459,NA,NA,1654,NA,"EV",4118,"N14573","EWR","DTW",NA,488,14,59,2013-07-11 14:00:00
"7650",2013,7,11,NA,1445,NA,NA,1642,NA,"9E",3318,NA,"JFK","BUF",NA,301,14,45,2013-07-11 14:00:00
"7651",2013,7,11,NA,1905,NA,NA,2108,NA,"9E",3525,NA,"JFK","ORD",NA,740,19,5,2013-07-11 19:00:00
"7652",2013,7,11,NA,1820,NA,NA,2052,NA,"9E",3542,NA,"JFK","MSP",NA,1029,18,20,2013-07-11 18:00:00
"7653",2013,7,11,NA,1935,NA,NA,2142,NA,"9E",3443,NA,"JFK","RDU",NA,427,19,35,2013-07-11 19:00:00
"7654",2013,7,11,NA,1700,NA,NA,1923,NA,"9E",3448,NA,"JFK","CVG",NA,589,17,0,2013-07-11 17:00:00
"7655",2013,7,11,NA,1555,NA,NA,1739,NA,"9E",3459,NA,"JFK","BNA",NA,765,15,55,2013-07-11 15:00:00
"7656",2013,7,11,NA,940,NA,NA,1051,NA,"9E",3608,NA,"JFK","PHL",NA,94,9,40,2013-07-11 09:00:00
"7657",2013,7,11,NA,1825,NA,NA,2046,NA,"9E",3807,NA,"EWR","CVG",NA,569,18,25,2013-07-11 18:00:00
"7658",2013,7,11,NA,2030,NA,NA,2206,NA,"9E",3395,NA,"JFK","DCA",NA,213,20,30,2013-07-11 20:00:00
"7659",2013,7,11,NA,1615,NA,NA,1900,NA,"9E",3926,NA,"JFK","SDF",NA,662,16,15,2013-07-11 16:00:00
"7660",2013,7,11,NA,1459,NA,NA,1801,NA,"9E",3325,NA,"JFK","DFW",NA,1391,14,59,2013-07-11 14:00:00
"7661",2013,7,11,NA,955,NA,NA,1213,NA,"9E",4060,NA,"LGA","DAY",NA,549,9,55,2013-07-11 09:00:00
"7662",2013,7,11,NA,2030,NA,NA,2156,NA,"9E",4218,NA,"JFK","PHL",NA,94,20,30,2013-07-11 20:00:00
"7663",2013,7,11,NA,1530,NA,NA,1855,NA,"AA",85,"N349AA","JFK","SFO",NA,2586,15,30,2013-07-11 15:00:00
"7664",2013,7,11,NA,630,NA,NA,755,NA,"AA",303,"N3KAAA","LGA","ORD",NA,733,6,30,2013-07-11 06:00:00
"7665",2013,7,11,NA,1030,NA,NA,1345,NA,"AA",179,"N327AA","JFK","SFO",NA,2586,10,30,2013-07-11 10:00:00
"7666",2013,7,11,NA,750,NA,NA,1030,NA,"AA",715,"N484AA","LGA","DFW",NA,1389,7,50,2013-07-11 07:00:00
"7667",2013,7,11,NA,955,NA,NA,1250,NA,"AA",731,"N592AA","LGA","DFW",NA,1389,9,55,2013-07-11 09:00:00
"7668",2013,7,11,NA,1700,NA,NA,2000,NA,"AA",773,"N569AA","LGA","DFW",NA,1389,17,0,2013-07-11 17:00:00
"7669",2013,7,11,NA,920,NA,NA,1210,NA,"AA",1223,"N551AA","EWR","DFW",NA,1372,9,20,2013-07-11 09:00:00
"7670",2013,7,11,NA,605,NA,NA,839,NA,"B6",583,"N607JB","JFK","MCO",NA,944,6,5,2013-07-11 06:00:00
"7671",2013,7,11,NA,600,NA,NA,850,NA,"B6",601,"N607JB","JFK","FLL",NA,1069,6,0,2013-07-11 06:00:00
"7672",2013,7,11,NA,630,NA,NA,924,NA,"B6",929,"N661JB","JFK","RSW",NA,1074,6,30,2013-07-11 06:00:00
"7673",2013,7,11,NA,1606,NA,NA,1909,NA,"B6",283,"N806JB","JFK","MCO",NA,944,16,6,2013-07-11 16:00:00
"7674",2013,7,11,NA,1242,NA,NA,1349,NA,"B6",1318,"N236JB","JFK","BOS",NA,187,12,42,2013-07-11 12:00:00
"7675",2013,7,11,NA,1655,NA,NA,1950,NA,"AA",1507,"N4XBAA","EWR","DFW",NA,1372,16,55,2013-07-11 16:00:00
"7676",2013,7,11,NA,900,NA,NA,1157,NA,"DL",1885,"N970DL","LGA","MCO",NA,950,9,0,2013-07-11 09:00:00
"7677",2013,7,11,NA,700,NA,NA,1006,NA,"DL",2003,"N981DL","LGA","MIA",NA,1096,7,0,2013-07-11 07:00:00
"7678",2013,7,11,NA,1100,NA,NA,1210,NA,"MQ",3230,"N521MQ","JFK","DCA",NA,213,11,0,2013-07-11 11:00:00
"7679",2013,7,11,NA,605,NA,NA,735,NA,"MQ",3525,"N724MQ","LGA","RDU",NA,431,6,5,2013-07-11 06:00:00
"7680",2013,7,11,NA,2140,NA,NA,2300,NA,"MQ",3621,"N815MQ","JFK","DCA",NA,213,21,40,2013-07-11 21:00:00
"7681",2013,7,11,NA,1155,NA,NA,1310,NA,"MQ",3386,"N846MQ","JFK","DCA",NA,213,11,55,2013-07-11 11:00:00
"7682",2013,7,11,NA,1255,NA,NA,1440,NA,"MQ",3388,"N720MQ","LGA","CMH",NA,479,12,55,2013-07-11 12:00:00
"7683",2013,7,11,NA,600,NA,NA,725,NA,"UA",635,NA,"LGA","ORD",NA,733,6,0,2013-07-11 06:00:00
"7684",2013,7,11,NA,2021,NA,NA,2200,NA,"UA",1464,NA,"EWR","CLE",NA,404,20,21,2013-07-11 20:00:00
"7685",2013,7,11,NA,1249,NA,NA,1541,NA,"UA",508,NA,"LGA","IAH",NA,1416,12,49,2013-07-11 12:00:00
"7686",2013,7,11,NA,1400,NA,NA,1508,NA,"US",2130,NA,"LGA","BOS",NA,184,14,0,2013-07-11 14:00:00
"7687",2013,7,11,NA,1500,NA,NA,1622,NA,"US",2179,NA,"LGA","DCA",NA,214,15,0,2013-07-11 15:00:00
"7688",2013,7,11,NA,615,NA,NA,808,NA,"US",1065,NA,"JFK","CLT",NA,541,6,15,2013-07-11 06:00:00
"7689",2013,7,12,1134,1055,39,NA,1235,NA,"MQ",3466,"N711MQ","LGA","RDU",NA,431,10,55,2013-07-12 10:00:00
"7690",2013,7,12,1256,1259,-3,1835,1534,NA,"DL",781,"N969DL","LGA","ATL",NA,762,12,59,2013-07-12 12:00:00
"7691",2013,7,12,1657,1620,37,2350,1923,NA,"B6",1117,"N583JB","LGA","TPA",NA,1010,16,20,2013-07-12 16:00:00
"7692",2013,7,12,1804,1712,52,NA,2022,NA,"UA",1078,"N18243","EWR","SAT",NA,1569,17,12,2013-07-12 17:00:00
"7693",2013,7,12,1957,1708,169,NA,1848,NA,"EV",4202,"N13988","EWR","STL",NA,872,17,8,2013-07-12 17:00:00
"7694",2013,7,12,NA,2059,NA,NA,2307,NA,"EV",5254,"N730EV","LGA","DSM",NA,1031,20,59,2013-07-12 20:00:00
"7695",2013,7,12,NA,2030,NA,NA,2206,NA,"9E",3395,NA,"JFK","DCA",NA,213,20,30,2013-07-12 20:00:00
"7696",2013,7,12,NA,1659,NA,NA,1905,NA,"9E",3932,NA,"EWR","CVG",NA,569,16,59,2013-07-12 16:00:00
"7697",2013,7,12,NA,750,NA,NA,1030,NA,"AA",715,"N4UCAA","LGA","DFW",NA,1389,7,50,2013-07-12 07:00:00
"7698",2013,7,12,NA,1520,NA,NA,1705,NA,"AA",2223,"N4XMAA","LGA","STL",NA,888,15,20,2013-07-12 15:00:00
"7699",2013,7,12,NA,1315,NA,NA,1558,NA,"B6",553,"N768JB","JFK","PBI",NA,1028,13,15,2013-07-12 13:00:00
"7700",2013,7,12,NA,1955,NA,NA,2145,NA,"MQ",3374,"N800MQ","JFK","RDU",NA,427,19,55,2013-07-12 19:00:00
"7701",2013,7,12,NA,1420,NA,NA,1620,NA,"MQ",3588,"N515MQ","LGA","MSP",NA,1020,14,20,2013-07-12 14:00:00
"7702",2013,7,12,NA,645,NA,NA,835,NA,"MQ",3599,"N520MQ","LGA","MSP",NA,1020,6,45,2013-07-12 06:00:00
"7703",2013,7,12,NA,2105,NA,NA,2230,NA,"MQ",3604,"N511MQ","EWR","ORD",NA,719,21,5,2013-07-12 21:00:00
"7704",2013,7,12,NA,1155,NA,NA,1310,NA,"MQ",3386,"N815MQ","JFK","DCA",NA,213,11,55,2013-07-12 11:00:00
"7705",2013,7,12,NA,1820,NA,NA,2012,NA,"UA",983,NA,"EWR","ORD",NA,719,18,20,2013-07-12 18:00:00
"7706",2013,7,12,NA,1700,NA,NA,1815,NA,"US",2136,NA,"LGA","BOS",NA,184,17,0,2013-07-12 17:00:00
"7707",2013,7,12,NA,2100,NA,NA,2210,NA,"US",2144,NA,"LGA","BOS",NA,184,21,0,2013-07-12 21:00:00
"7708",2013,7,13,1433,1430,3,2101,1735,NA,"B6",301,"N613JB","JFK","FLL",NA,1069,14,30,2013-07-13 14:00:00
"7709",2013,7,13,1447,1441,6,2014,1752,NA,"DL",1779,"N362NW","LGA","FLL",NA,1076,14,41,2013-07-13 14:00:00
"7710",2013,7,13,1448,1359,49,2056,1655,NA,"UA",1601,"N38458","EWR","FLL",NA,1065,13,59,2013-07-13 13:00:00
"7711",2013,7,13,1452,1453,-1,2044,1755,NA,"B6",1171,"N746JB","LGA","FLL",NA,1076,14,53,2013-07-13 14:00:00
"7712",2013,7,13,1455,1456,-1,2021,1752,NA,"UA",402,"N804UA","EWR","FLL",NA,1065,14,56,2013-07-13 14:00:00
"7713",2013,7,13,1504,1455,9,NA,1609,NA,"9E",3585,"N8694A","JFK","PHL",NA,94,14,55,2013-07-13 14:00:00
"7714",2013,7,13,1613,1555,18,1859,1720,NA,"WN",1325,"N441WN","EWR","MDW",NA,711,15,55,2013-07-13 15:00:00
"7715",2013,7,13,1749,1543,126,2108,1809,NA,"UA",1107,"N39415","EWR","DEN",NA,1605,15,43,2013-07-13 15:00:00
"7716",2013,7,13,1910,1605,185,NA,1804,NA,"EV",4949,"N604QX","LGA","GSO",NA,461,16,5,2013-07-13 16:00:00
"7717",2013,7,13,2335,2130,125,633,2359,NA,"B6",1677,"N258JB","JFK","JAX",NA,828,21,30,2013-07-13 21:00:00
"7718",2013,7,13,NA,1930,NA,NA,2105,NA,"EV",4191,"N14952","EWR","BNA",NA,748,19,30,2013-07-13 19:00:00
"7719",2013,7,13,NA,1759,NA,NA,2019,NA,"EV",4536,"N16976","EWR","CVG",NA,569,17,59,2013-07-13 17:00:00
"7720",2013,7,13,NA,2029,NA,NA,2240,NA,"EV",4112,"N12172","EWR","MSY",NA,1167,20,29,2013-07-13 20:00:00
"7721",2013,7,13,NA,1830,NA,NA,2025,NA,"EV",5048,"N604QX","LGA","RDU",NA,431,18,30,2013-07-13 18:00:00
"7722",2013,7,13,NA,600,NA,NA,815,NA,"FL",345,"N329AT","LGA","ATL",NA,762,6,0,2013-07-13 06:00:00
"7723",2013,7,13,NA,1055,NA,NA,1445,NA,"B6",403,"N661JB","JFK","SJU",NA,1598,10,55,2013-07-13 10:00:00
"7724",2013,7,13,NA,1930,NA,NA,2055,NA,"MQ",3441,"N830MQ","JFK","DCA",NA,213,19,30,2013-07-13 19:00:00
"7725",2013,7,13,NA,2140,NA,NA,2300,NA,"MQ",3621,"N812MQ","JFK","DCA",NA,213,21,40,2013-07-13 21:00:00
"7726",2013,7,13,NA,2029,NA,NA,2317,NA,"UA",423,NA,"EWR","MCO",NA,937,20,29,2013-07-13 20:00:00
"7727",2013,7,13,NA,1715,NA,NA,1942,NA,"UA",1622,NA,"EWR","DEN",NA,1605,17,15,2013-07-13 17:00:00
"7728",2013,7,13,NA,1200,NA,NA,1309,NA,"US",2126,NA,"LGA","BOS",NA,184,12,0,2013-07-13 12:00:00
"7729",2013,7,14,943,820,83,1317,1043,NA,"EV",4998,"N748EV","LGA","MCI",NA,1107,8,20,2013-07-14 08:00:00
"7730",2013,7,14,NA,2030,NA,NA,2211,NA,"EV",5048,"N718EV","LGA","RIC",NA,292,20,30,2013-07-14 20:00:00
"7731",2013,7,14,NA,1515,NA,NA,1627,NA,"EV",4583,"N11565","EWR","PWM",NA,284,15,15,2013-07-14 15:00:00
"7732",2013,7,14,NA,1715,NA,NA,1952,NA,"9E",3310,NA,"JFK","MCI",NA,1113,17,15,2013-07-14 17:00:00
"7733",2013,7,14,NA,1400,NA,NA,1508,NA,"US",2130,NA,"LGA","BOS",NA,184,14,0,2013-07-14 14:00:00
"7734",2013,7,14,NA,1510,NA,NA,1635,NA,"MQ",3433,"N510MQ","JFK","DCA",NA,213,15,10,2013-07-14 15:00:00
"7735",2013,7,14,NA,1234,NA,NA,1350,NA,"UA",244,NA,"EWR","BOS",NA,200,12,34,2013-07-14 12:00:00
"7736",2013,7,15,1012,1014,-2,1326,1227,NA,"EV",5806,"N11189","EWR","OMA",NA,1134,10,14,2013-07-15 10:00:00
"7737",2013,7,15,1122,1117,5,1513,1335,NA,"UA",405,"N413UA","LGA","DEN",NA,1620,11,17,2013-07-15 11:00:00
"7738",2013,7,15,2102,1755,187,53,2010,NA,"MQ",3367,"N713MQ","LGA","XNA",NA,1147,17,55,2013-07-15 17:00:00
"7739",2013,7,15,NA,1430,NA,NA,1735,NA,"B6",301,"N615JB","JFK","FLL",NA,1069,14,30,2013-07-15 14:00:00
"7740",2013,7,15,NA,1800,NA,NA,2039,NA,"DL",61,"N842MH","LGA","ATL",NA,762,18,0,2013-07-15 18:00:00
"7741",2013,7,15,NA,1629,NA,NA,1853,NA,"US",17,NA,"JFK","PHX",NA,2153,16,29,2013-07-15 16:00:00
"7742",2013,7,15,NA,1000,NA,NA,1113,NA,"US",2122,NA,"LGA","BOS",NA,184,10,0,2013-07-15 10:00:00
"7743",2013,7,15,NA,600,NA,NA,715,NA,"MQ",3267,"N544MQ","EWR","ORD",NA,719,6,0,2013-07-15 06:00:00
"7744",2013,7,16,642,611,31,1355,954,NA,"B6",1403,"N646JB","JFK","SJU",NA,1598,6,11,2013-07-16 06:00:00
"7745",2013,7,16,1152,1200,-8,NA,1345,NA,"MQ",3572,"N713MQ","LGA","CLE",NA,419,12,0,2013-07-16 12:00:00
"7746",2013,7,16,1302,1249,13,1933,1541,NA,"UA",824,"N497UA","LGA","IAH",NA,1416,12,49,2013-07-16 12:00:00
"7747",2013,7,16,1455,1459,-4,2045,1801,NA,"9E",3325,"N906XJ","JFK","DFW",NA,1391,14,59,2013-07-16 14:00:00
"7748",2013,7,16,1515,1520,-5,1930,1741,NA,"EV",4682,"N14993","EWR","SDF",NA,642,15,20,2013-07-16 15:00:00
"7749",2013,7,16,1551,1550,1,2027,1845,NA,"AA",763,"N3FEAA","LGA","DFW",NA,1389,15,50,2013-07-16 15:00:00
"7750",2013,7,16,1649,1655,-6,2131,1950,NA,"AA",1507,"N487AA","EWR","DFW",NA,1372,16,55,2013-07-16 16:00:00
"7751",2013,7,16,NA,1730,NA,NA,1940,NA,"DL",2331,"N983DL","LGA","DTW",NA,502,17,30,2013-07-16 17:00:00
"7752",2013,7,16,NA,1935,NA,NA,2135,NA,"EV",5454,"N228PQ","EWR","DTW",NA,488,19,35,2013-07-16 19:00:00
"7753",2013,7,16,NA,1705,NA,NA,1855,NA,"AA",345,"N482AA","LGA","ORD",NA,733,17,5,2013-07-16 17:00:00
"7754",2013,7,16,NA,1210,NA,NA,1500,NA,"AA",743,"N587AA","LGA","DFW",NA,1389,12,10,2013-07-16 12:00:00
"7755",2013,7,16,NA,1300,NA,NA,1540,NA,"AA",1841,"N4YSAA","EWR","DFW",NA,1372,13,0,2013-07-16 13:00:00
"7756",2013,7,16,NA,755,NA,NA,915,NA,"MQ",3709,"N3AEMQ","EWR","ORD",NA,719,7,55,2013-07-16 07:00:00
"7757",2013,7,16,NA,1000,NA,NA,1133,NA,"UA",673,NA,"LGA","ORD",NA,733,10,0,2013-07-16 10:00:00
"7758",2013,7,17,1718,1700,18,2322,1938,NA,"DL",1499,"N329NW","LGA","ATL",NA,762,17,0,2013-07-17 17:00:00
"7759",2013,7,17,1733,1600,93,2327,1844,NA,"DL",847,"N909DE","LGA","ATL",NA,762,16,0,2013-07-17 16:00:00
"7760",2013,7,17,1802,1545,137,2337,1806,NA,"DL",1942,"N308DE","EWR","ATL",NA,746,15,45,2013-07-17 15:00:00
"7761",2013,7,17,1824,1641,103,16,1913,NA,"EV",3854,"N16546","EWR","ATL",NA,746,16,41,2013-07-17 16:00:00
"7762",2013,7,17,NA,1545,NA,NA,1814,NA,"DL",1705,"N368NB","LGA","MSY",NA,1183,15,45,2013-07-17 15:00:00
"7763",2013,7,17,NA,1635,NA,NA,1833,NA,"EV",5509,"N716EV","EWR","DTW",NA,488,16,35,2013-07-17 16:00:00
"7764",2013,7,17,NA,600,NA,NA,851,NA,"B6",371,"N523JB","LGA","FLL",NA,1076,6,0,2013-07-17 06:00:00
"7765",2013,7,17,NA,729,NA,NA,1019,NA,"B6",461,"N715JB","LGA","PBI",NA,1035,7,29,2013-07-17 07:00:00
"7766",2013,7,17,NA,1000,NA,NA,1113,NA,"US",2122,NA,"LGA","BOS",NA,184,10,0,2013-07-17 10:00:00
"7767",2013,7,17,NA,1400,NA,NA,1508,NA,"US",2130,NA,"LGA","BOS",NA,184,14,0,2013-07-17 14:00:00
"7768",2013,7,17,NA,1900,NA,NA,2012,NA,"US",2140,NA,"LGA","BOS",NA,184,19,0,2013-07-17 19:00:00
"7769",2013,7,17,NA,638,NA,NA,914,NA,"UA",226,NA,"EWR","IAH",NA,1400,6,38,2013-07-17 06:00:00
"7770",2013,7,17,NA,1136,NA,NA,1338,NA,"YV",2651,"N919FJ","LGA","CLT",NA,544,11,36,2013-07-17 11:00:00
"7771",2013,7,17,NA,1552,NA,NA,1840,NA,"UA",566,NA,"EWR","MCO",NA,937,15,52,2013-07-17 15:00:00
"7772",2013,7,17,NA,1500,NA,NA,1647,NA,"UA",685,NA,"LGA","ORD",NA,733,15,0,2013-07-17 15:00:00
"7773",2013,7,18,849,850,-1,1604,1251,NA,"DL",301,"N3740C","JFK","SJU",NA,1598,8,50,2013-07-18 08:00:00
"7774",2013,7,18,917,915,2,1627,1307,NA,"UA",1216,"N37422","EWR","SJU",NA,1608,9,15,2013-07-18 09:00:00
"7775",2013,7,18,1052,1055,-3,1712,1445,NA,"B6",403,"N562JB","JFK","SJU",NA,1598,10,55,2013-07-18 10:00:00
"7776",2013,7,18,1454,1453,1,2020,1755,NA,"B6",1171,"N580JB","LGA","FLL",NA,1076,14,53,2013-07-18 14:00:00
"7777",2013,7,18,1551,1545,6,2047,1906,NA,"DL",1982,"N918DL","LGA","MIA",NA,1096,15,45,2013-07-18 15:00:00
"7778",2013,7,18,1602,1545,17,1937,1746,NA,"EV",4576,"N12172","EWR","GRR",NA,605,15,45,2013-07-18 15:00:00
"7779",2013,7,18,1728,1700,28,NA,1823,NA,"US",2183,"N746UW","LGA","DCA",NA,214,17,0,2013-07-18 17:00:00
"7780",2013,7,18,NA,620,NA,NA,817,NA,"EV",4963,"N707EV","EWR","MSP",NA,1008,6,20,2013-07-18 06:00:00
"7781",2013,7,18,NA,1955,NA,NA,2116,NA,"EV",4969,"N754EV","LGA","MHT",NA,195,19,55,2013-07-18 19:00:00
"7782",2013,7,18,NA,1300,NA,NA,1519,NA,"EV",5148,"N133EV","EWR","ATL",NA,746,13,0,2013-07-18 13:00:00
"7783",2013,7,18,NA,1600,NA,NA,1747,NA,"EV",5091,"N604QX","LGA","PIT",NA,335,16,0,2013-07-18 16:00:00
"7784",2013,7,18,NA,2059,NA,NA,2307,NA,"EV",5254,"N740EV","LGA","DSM",NA,1031,20,59,2013-07-18 20:00:00
"7785",2013,7,18,NA,1431,NA,NA,1605,NA,"EV",5713,"N877AS","LGA","IAD",NA,229,14,31,2013-07-18 14:00:00
"7786",2013,7,18,NA,1000,NA,NA,1125,NA,"EV",5736,"N836AS","LGA","IAD",NA,229,10,0,2013-07-18 10:00:00
"7787",2013,7,18,NA,600,NA,NA,815,NA,"FL",345,"N344AT","LGA","ATL",NA,762,6,0,2013-07-18 06:00:00
"7788",2013,7,18,NA,1455,NA,NA,1645,NA,"MQ",2815,"N691MQ","JFK","CLE",NA,425,14,55,2013-07-18 14:00:00
"7789",2013,7,18,NA,820,NA,NA,1042,NA,"9E",4105,NA,"JFK","CHS",NA,636,8,20,2013-07-18 08:00:00
"7790",2013,7,18,NA,1450,NA,NA,1634,NA,"9E",4115,NA,"JFK","IAD",NA,228,14,50,2013-07-18 14:00:00
"7791",2013,7,18,NA,1115,NA,NA,1255,NA,"AA",327,"N482AA","LGA","ORD",NA,733,11,15,2013-07-18 11:00:00
"7792",2013,7,18,NA,1300,NA,NA,1540,NA,"AA",1841,"N4YRAA","EWR","DFW",NA,1372,13,0,2013-07-18 13:00:00
"7793",2013,7,18,NA,1520,NA,NA,1705,NA,"AA",2223,"N493AA","LGA","STL",NA,888,15,20,2013-07-18 15:00:00
"7794",2013,7,18,NA,2146,NA,NA,30,NA,"B6",1183,"N519JB","JFK","MCO",NA,944,21,46,2013-07-18 21:00:00
"7795",2013,7,18,NA,1430,NA,NA,1725,NA,"B6",325,"N585JB","JFK","TPA",NA,1005,14,30,2013-07-18 14:00:00
"7796",2013,7,18,NA,1430,NA,NA,1735,NA,"B6",301,"N621JB","JFK","FLL",NA,1069,14,30,2013-07-18 14:00:00
"7797",2013,7,18,NA,1029,NA,NA,1239,NA,"US",196,NA,"JFK","PHX",NA,2153,10,29,2013-07-18 10:00:00
"7798",2013,7,18,NA,1400,NA,NA,1508,NA,"US",2130,NA,"LGA","BOS",NA,184,14,0,2013-07-18 14:00:00
"7799",2013,7,18,NA,1800,NA,NA,1913,NA,"US",2138,NA,"LGA","BOS",NA,184,18,0,2013-07-18 18:00:00
"7800",2013,7,18,NA,1100,NA,NA,1213,NA,"US",2171,NA,"LGA","DCA",NA,214,11,0,2013-07-18 11:00:00
"7801",2013,7,18,NA,1500,NA,NA,1622,NA,"US",2179,NA,"LGA","DCA",NA,214,15,0,2013-07-18 15:00:00
"7802",2013,7,18,NA,1900,NA,NA,2016,NA,"US",2187,NA,"LGA","DCA",NA,214,19,0,2013-07-18 19:00:00
"7803",2013,7,18,NA,1455,NA,NA,1635,NA,"MQ",3231,"N650MQ","JFK","PIT",NA,340,14,55,2013-07-18 14:00:00
"7804",2013,7,18,NA,700,NA,NA,833,NA,"UA",544,NA,"LGA","ORD",NA,733,7,0,2013-07-18 07:00:00
"7805",2013,7,19,706,705,1,1338,1058,NA,"B6",3,"N599JB","JFK","SJU",NA,1598,7,5,2013-07-19 07:00:00
"7806",2013,7,19,1143,1145,-2,1558,1320,NA,"AA",1855,"N4YHAA","LGA","STL",NA,888,11,45,2013-07-19 11:00:00
"7807",2013,7,19,1147,1013,94,1615,1256,NA,"UA",387,"N537UA","EWR","LAX",NA,2454,10,13,2013-07-19 10:00:00
"7808",2013,7,19,1208,1210,-2,1546,1500,NA,"AA",743,"N544AA","LGA","DFW",NA,1389,12,10,2013-07-19 12:00:00
"7809",2013,7,19,1941,1540,241,NA,1710,NA,"MQ",3622,"N546MQ","LGA","BNA",NA,764,15,40,2013-07-19 15:00:00
"7810",2013,7,19,2000,2005,-5,40,2149,NA,"B6",105,"N568JB","JFK","ORD",NA,740,20,5,2013-07-19 20:00:00
"7811",2013,7,19,2044,1930,74,NA,2150,NA,"EV",4209,"N14180","EWR","TVC",NA,644,19,30,2013-07-19 19:00:00
"7812",2013,7,19,NA,1915,NA,NA,2131,NA,"EV",5268,"N723EV","LGA","CLT",NA,544,19,15,2013-07-19 19:00:00
"7813",2013,7,19,NA,1604,NA,NA,1748,NA,"EV",5432,"N712EV","LGA","BNA",NA,764,16,4,2013-07-19 16:00:00
"7814",2013,7,19,NA,1955,NA,NA,2217,NA,"EV",5395,"N730EV","LGA","TVC",NA,655,19,55,2013-07-19 19:00:00
"7815",2013,7,19,NA,1935,NA,NA,2223,NA,"9E",3429,NA,"JFK","JAX",NA,828,19,35,2013-07-19 19:00:00
"7816",2013,7,19,NA,1935,NA,NA,2142,NA,"9E",3443,NA,"JFK","RDU",NA,427,19,35,2013-07-19 19:00:00
"7817",2013,7,19,NA,1450,NA,NA,1634,NA,"9E",4115,NA,"JFK","IAD",NA,228,14,50,2013-07-19 14:00:00
"7818",2013,7,19,NA,1345,NA,NA,1645,NA,"AA",117,"N338AA","JFK","LAX",NA,2475,13,45,2013-07-19 13:00:00
"7819",2013,7,19,NA,1920,NA,NA,2100,NA,"AA",361,"N3DBAA","LGA","ORD",NA,733,19,20,2013-07-19 19:00:00
"7820",2013,7,19,NA,1300,NA,NA,1540,NA,"AA",1841,"N4YEAA","EWR","DFW",NA,1372,13,0,2013-07-19 13:00:00
"7821",2013,7,19,NA,2100,NA,NA,2210,NA,"US",2144,NA,"LGA","BOS",NA,184,21,0,2013-07-19 21:00:00
"7822",2013,7,19,NA,1600,NA,NA,1721,NA,"US",2181,NA,"LGA","DCA",NA,214,16,0,2013-07-19 16:00:00
"7823",2013,7,19,NA,2030,NA,NA,2155,NA,"WN",1271,"N734SA","EWR","MDW",NA,711,20,30,2013-07-19 20:00:00
"7824",2013,7,19,NA,1955,NA,NA,2145,NA,"MQ",3374,"N836MQ","JFK","RDU",NA,427,19,55,2013-07-19 19:00:00
"7825",2013,7,19,NA,1255,NA,NA,1440,NA,"MQ",3388,"N735MQ","LGA","CMH",NA,479,12,55,2013-07-19 12:00:00
"7826",2013,7,19,NA,1659,NA,NA,1833,NA,"UA",708,NA,"EWR","ORD",NA,719,16,59,2013-07-19 16:00:00
"7827",2013,7,20,1341,1330,11,1956,1553,NA,"DL",2043,"N346NB","JFK","ATL",NA,760,13,30,2013-07-20 13:00:00
"7828",2013,7,20,1348,1259,49,1829,1533,NA,"DL",781,"N932DL","LGA","ATL",NA,762,12,59,2013-07-20 12:00:00
"7829",2013,7,20,1349,1359,-10,2056,1628,NA,"DL",2247,"N329NB","LGA","ATL",NA,762,13,59,2013-07-20 13:00:00
"7830",2013,7,20,1351,1255,56,NA,1516,NA,"EV",4140,"N11107","EWR","ATL",NA,746,12,55,2013-07-20 12:00:00
"7831",2013,7,20,1415,1355,20,18,1617,NA,"FL",604,"N974AT","LGA","ATL",NA,762,13,55,2013-07-20 13:00:00
"7832",2013,7,20,1456,1500,-4,1950,1750,NA,"AA",883,"N559AA","EWR","DFW",NA,1372,15,0,2013-07-20 15:00:00
"7833",2013,7,20,1505,1505,0,NA,1835,NA,"AA",1769,"N385AA","JFK","MIA",NA,1089,15,5,2013-07-20 15:00:00
"7834",2013,7,20,1827,1825,2,2225,2005,NA,"MQ",3134,"N0EGMQ","EWR","ORD",NA,719,18,25,2013-07-20 18:00:00
"7835",2013,7,20,NA,1550,NA,NA,1715,NA,"EV",3853,"N16981","EWR","BNA",NA,748,15,50,2013-07-20 15:00:00
